ts	class	store	project	session	branch	patterns	strong	subsystems	hash	textlen	excerpt
2026-07-17T11:43:30.007Z	D_qa_pressure	shared	-mnt-track1-atmosphere-t1	87fc395f	main	manual_qa	manual_qa	subtitles,video_playback,display_ui,device_stability,build_test_infra	708802967cbe	406	Continue all work now! Make sure we run multi-track development with Track 1 only! Pickup where we have left of with highest and m …[match]… for 2nd display! After it go all other ISSUES to be fixed for upcomign 0.0.8! Dive deep into history of issues we ha been reporting since last night after full manual QA testing of 0.0.7 !!!
2026-07-17T12:06:15.888Z	D_directive_context	shared	-mnt-track1-atmosphere-t1	87fc395f	main	same_again	same_again	subtitles,audio,video_playback,display_ui,device_stability	378f98f1260f	1002	CRITICAL: Apple TV and other video streaming apps may have its own special mechanisms for subtitles! Some of it do have some speci …[match]…  BE systhematically nalized, inevstigated, debugged, all root causes identified and full fixing and refactoring done so there is no chance at all for issues to reappear or any new to happen !!!!!
2026-07-17T20:41:19.454Z	D_directive_context	shared	-mnt-track1-atmosphere-t1	87fc395f	main	not_work	not_work	device_stability	644d7f3c853b	281	IMPORTANT: Separate session had made significant  work progress on Track 4, wait half of hour then gets and pull all changes from 
2026-07-17T22:27:32.979Z	D_directive_context	shared	-mnt-track4-atmosphere-t4	618273f1	main	not_visible	not_visible	video_playback,build_test_infra	fc0a104393f1	201	IMPORTANT: Regarding the warning we seeing: " Semantic search unavailable (Ollama not installed). Pushing to all upstreams and ⏎  
2026-07-17T22:58:09.254Z	D_directive_context	shared	-mnt-track1-atmosphere-t1	87fc395f	main	reopen	reopen	video_playback,device_stability,build_test_infra	9455cafa428f	1075	CRITICAL: Regarding the: " - Held on you: the one irreversible move — applying the 135-commit github-base integration + reconciled …[match]… eversible move — applying the 135-commit github-base integration + reconciled DB and pushing to shared ⏎   github/main — because B3 (whether any of the 8 local reopens should override a github-authoritative "done", §11.4.206(6)) is the one ⏎   decision I won't make blind. My safe default if you stay quiet: keep github authoritative on those 8, preserve the reopens locally ⏎   
2026-07-18T14:29:52.788Z	D_directive_context	shared	-mnt-track4-atmosphere-t4	618273f1	feature/board-cleanup	persists	persists	network	090c65717f37	1067	CRITICAL: Regarding "● API Error: 522 {"type":"https://developers.cloudflare.com/support/troubleshooting/http-status-codes/cloudfl …[match]…   :true,"retryable":true,"retry_after":120,"owner_action_required":true,"what_you_should_do":"**Wait and retry.** Back off for ⏎   at least 120 seconds. If the error persists, the website operator should verify firewall rules and ensure the origin accepts ⏎   connections from Cloudflare IP ranges.","footer":"This error was generated by Cloudflare on behalf of the website owner
2026-07-18T20:14:24.812Z	D_directive_context	shared	-mnt-track4-atmosphere-t4	618273f1	feature/board-cleanup	not_verb	not_verb	build_test_infra	b8eb9f34d269	487	IMPORTANT: Regarding the "- INV-3 (router multi-alias hardening) is deferred, not shipped — its core is structurally blocked (§11.
2026-07-19T16:17:34.811Z	B_recurrence_meta	shared	-mnt-track1-atmosphere-t1	87fc395f	main	manual_qa,reopen	manual_qa,reopen	build_test_infra	6e5650f55f11	346	BACKGROUND :: CRITICAL: Go through all 10+ ISSUES we have reported during manual QA testing of release 0.0.7 and confirm that all 
2026-07-20T08:20:22.209Z	A_defect_report	shared	tools-and-research-claude-toolkit	b6f59ca0	main	cannot_use,not_verb	cannot_use,not_verb	other	c476dc852d9e	112	We cant open any providers alias! See logs: deepseek ⏎ Profile "default-claude-code" was not found or is disabled.
2026-07-20T20:07:18.208Z	D_qa_pressure	shared	tools-and-research-claude-toolkit	5d2ba02f	main	manual_qa	manual_qa	build_test_infra	daf2e9ca1ff8	481	CRITICAL: We are going away from the keyboard! You are on your own until the morning! Until then all work MUST BE fully completed! …[match]… ke safest, most stable, zero risk, zero bluff decisions! Having the best possible, most stable build made until the morning is ABSOLUTE PRIORITY ready for full manual QA session! Resolve any blocker if it pops up fully autonomously!
2026-07-20T23:22:45.718Z	D_directive_context	shared	tools-and-research-claude-toolkit	21427956	main	reopen	reopen	device_stability,build_test_infra	c94e348a2a1b	659	▎ Read .superpowers/sdd/RESUMPTION.md then .superpowers/sdd/progress.md in ⏎   ▎ /home/milos/Factory/projects/tools_and_research/c …[match]… Factory/projects/tools_and_research/claude_toolkit, then git fetch --all. Continue the v1.24.0 release. Prefix every ⏎   ▎ bash command with BASH_ENV= . Do not re-open the two DECIDED items (tag is v1.24.0 with no prefix; the leaked localhost credentials ⏎   ▎ are an accepted risk — no rotation, no history rewrite, not a blocker). Next actions in order: apply the widened _reda
2026-07-21T09:45:03.133Z	D_qa_pressure	shared	-mnt-track1-atmosphere-t1	87fc395f	main	manual_qa	manual_qa	boot_flash	f4c32c0a75f1	200	CRITICAL: We are running full manual QA session with flashed 0.0.8. We will be reporting issues one by one until we say that we ha
2026-07-21T09:57:27.509Z	A_defect_report	shared	-mnt-track1-atmosphere-t1	87fc395f	main	no_video	no_video	audio,video_playback,display_ui	083c3366096b	155	ISSUE: We have played YouTube video, on 2nd display we can hear the sound but there is no any picture. We can see default Presente
2026-07-21T10:02:10.174Z	A_defect_report	shared	-mnt-track1-atmosphere-t1	87fc395f	main	issue_prefix	issue_prefix	video_playback,device_stability	80bedf4a6d3e	82	ISSUE: Trying to open VK video app, it crashes. Probably tried to open in TV mode.
2026-07-21T10:17:20.618Z	A_defect_report	shared	-mnt-track1-atmosphere-t1	87fc395f	main	issue_prefix	issue_prefix	display_ui,device_stability	9a240a94b622	544	ISSUE: Sliders for brightness of the screens do not affect connected displays. Can we apply the following solution as workaround - above all displays (both) we have full transparent overlay view passing the touc to bottom views always. It is outmost top view no matter what. Sliders for screen brightness change the opacity of it. Its color is black: #000000. When brightness is at 0 it is akmost fully untransparent. We MUST make sure they never get les than 25% so user can open slider and change its values any time! 
2026-07-21T18:32:38.279Z	D_directive_context	shared	-mnt-track1-atmosphere-t1	87fc395f	main	manual_qa,not_work	manual_qa,not_work	video_playback,build_test_infra	0c0f6000a1e1	540	BACKGROUND :: CRITICAL: Develop exhaustive live testing plan which will test all work and all video streaming apps and take into t …[match]… Develop exhaustive live testing plan which will test all work and all video streaming apps and take into the account all our knowledge and experience so far so manual QA testing of 0.0.9 does not end like it has with 0.0.8 and 0.0.7 - major thing not working and that this is so obvious on first touch !!! Do deep web research for all possible methodologies, practices, tolls we 
2026-07-22T06:55:34.731Z	A_defect_report	shared	tools-and-research-claude-toolkit	21427956	main	bluff,not_visible	not_visible	display_ui,boot_flash	427b332c977f	787	Why helixaget (and most likely some more providers aliases) cant be even opened!?!?!?! Wasnt all this tested before the release!?! …[match]… .1:3457 (provider=helixagent -> http://127.0.0.1:18434, Hermes tool-call recovery active) ⏎ claude-providers: refusing to launch helixagent — its ccr route was NOT applied. ⏎   'ccr restart' failed (rc=1), so the new route was written but never applied: Profile "restart" was not found or is disabled. ⏎   Launching anyway would serve whichever provider the gateway last routed t
2026-07-22T14:33:33.959Z	B_recurrence_meta	shared	-mnt-track1-atmosphere-t1	7fd58b14	main	manual_qa,reopen,same_again	manual_qa,reopen,same_again	device_stability,build_test_infra	40f89d831050	2565	BACKGROUD :: CRITICAL: Start deep research of the following subject - do deep research on how we have for very long time so much r
2026-07-22T14:59:53.071Z	B_recurrence_meta	shared	-mnt-track1-atmosphere-t1	7fd58b14	main	reopen,same_again	reopen,same_again	build_test_infra	a6166bd6edf0	544	Another ADDITION(s) project for research we do now: /home/milos/Factory/projects/tools_and_research/helix_code , and all its Submo …[match]… every project, all Submodules are fully analyzed and all Git history, all workable items we have in them, especially the ones we know that have been frequently reopened over and over again! Git history analisys MUST BE done deeply and precisely so we can understand what had been happening during the development cycles in every proejctes, every submodule, every repository!
2026-07-22T15:37:35.664Z	D_qa_pressure	shared	-mnt-track1-atmosphere-t1	7fd58b14	main	bluff,manual_qa	manual_qa	display_ui,device_stability,build_test_infra	253549847628	26204	BACKGROUND :: IMPORTANT: We are providing some materials to be used in research ---> "Are there technologies which can be incorpoa …[match]… tions so false successes and bluff we are getting constantly with our big projects stop happening and everyrhing delivered is really ready for QA team for full manual testing!? We need deep research with all possible options and step by step guides how to use them! We MUST get into the position that when System (agents) say that something is ready, this to be the case for sure
